iter	RMSE
275	0.03593824758
276	0.03503979137
277	0.03416379658
278	0.03330970165
279	0.0324769591
280	0.03166503511
281	0.03087340922
282	0.03010157397
283	0.02934903461
284	0.02861530874
285	0.02789992601
286	0.02720242785
287	0.02652236714
288	0.02585930795
289	0.02521282524
290	0.0245825046
291	0.02396794198
292	0.02336874342
293	0.02278452483
294	0.0222149117
295	0.0216595389
296	0.02111805042
297	0.02059009915
298	0.02007534666
299	0.01957346299
300	0.01908412641
301	0.01860702324
302	0.01814184765
303	0.01768830145
304	0.01724609391
305	0.01681494156
306	0.01639456801
307	0.0159847038
308	0.0155850862
309	0.01519545904
310	0.01481557256
311	0.01444518324
312	0.01408405365
313	0.01373195231
314	0.0133886535
315	0.01305393715
316	0.01272758872
317	0.012409399
318	0.01209916402
319	0.01179668491
320	0.01150176778
321	0.01121422359
322	0.01093386799
323	0.01066052129
324	0.01039400825
325	0.01013415804
326	0.009880804087
327	0.009633783981
328	0.009392939378
329	0.00915811589
330	0.008929162989
331	0.008705933911
332	0.00848828556
333	0.008276078418
334	0.008069176455
335	0.00786744704
336	0.007670760861
337	0.007478991837
338	0.007292017038
339	0.00710971661
340	0.006931973692
341	0.006758674347
342	0.006589707486
343	0.006424964796
344	0.006264340674
345	0.006107732155
346	0.005955038848
347	0.005806162875
348	0.005661008801
349	0.005519483579
350	0.005381496487
351	0.005246959073
352	0.005115785094
353	0.004987890465
354	0.004863193202
355	0.00474161337
356	0.004623073034
357	0.004507496206
358	0.004394808799
359	0.004284938578
360	0.004177815112
361	0.004073369732
362	0.003971535487
363	0.003872247099
364	0.00377544092
365	0.003681054896
366	0.003589028522
367	0.003499302807
368	0.003411820236
369	0.003326524729
370	0.003243361609
371	0.003162277568
372	0.003083220627
373	0.003006140111
374	0.002930986607
375	0.00285771194
376	0.002786269141
377	0.002716612411
378	0.0026486971
379	0.002582479672
380	0.002517917679
381	0.002454969736
382	0.002393595492
383	0.002333755603
384	0.002275411712
385	0.002218526419
386	0.002163063257
387	0.002108986675
388	0.002056262008
389	0.002004855457
390	0.001954734069
391	0.001905865717
392	0.001858219073
393	0.001811763596
394	0.001766469505
395	0.001722307767
396	0.001679250072
397	0.00163726882
398	0.001596337099
399	0.001556428671
400	0.001517517953
401	0.001479580004
402	0.001442590503
403	0.00140652574
404	0.001371362596
405	0.001337078531
406	0.001303651567
407	0.001271060277
408	0.00123928377
409	0.001208301675
410	0.001178094133
411	0.001148641779
412	0.001119925734
413	0.00109192759
414	0.0010646294
415	0.001038013665
416	0.001012063323
417	0.0009867617393
418	0.0009620926955
419	0.0009380403777
420	0.0009145893679
421	0.0008917246334
422	0.0008694315172
423	0.000847695729
424	0.0008265033354
425	0.0008058407517
426	0.0007856947326
427	0.000766052364
428	0.0007469010546
429	0.000728228528
430	0.0007100228145
431	0.0006922722439
432	0.0006749654375
433	0.0006580913013
434	0.0006416390186
435	0.0006255980428
436	0.0006099580915
437	0.000594709139
438	0.0005798414103
439	0.0005653453749
440	0.0005512117403
441	0.0005374314466
442	0.0005239956602
443	0.0005108957685
444	0.0004981233741
445	0.0004856702896
446	0.0004735285322
447	0.0004616903187
448	0.0004501480605
449	0.0004388943589
450	0.0004279219997
451	0.0004172239496
452	0.0004067933507
453	0.0003966235168
454	0.0003867079287
455	0.0003770402303
456	0.0003676142244
457	0.0003584238687
458	0.0003494632718
459	0.0003407266899
460	0.0003322085225
461	0.0003239033093
462	0.0003158057265
463	0.0003079105832
464	0.0003002128185
465	0.0002927074979
466	0.0002853898104
467	0.000278255065
468	0.0002712986883
469	0.000264516221
470	0.0002579033153
471	0.0002514557324
472	0.000245169339
473	0.0002390401054
474	0.0002330641027
475	0.0002272375
476	0.0002215565624
477	0.0002160176483
478	0.000210617207
479	0.0002053517767
480	0.0002002179822
481	0.0001952125326
482	0.0001903322192
483	0.0001855739137
484	0.0001809345658
485	0.0001764112016
486	0.0001720009215
487	0.0001677008984
488	0.0001635083758
489	0.0001594206664
490	0.0001554351496
491	0.0001515492708
492	0.000147760539
493	0.0001440665255
494	0.0001404648623
495	0.0001369532407
496	0.0001335294096
497	0.0001301911743
498	0.0001269363949
499	0.000123762985
500	0.0001206689103
501	0.0001176521875
502	0.0001147108828
503	0.0001118431107
504	0.0001090470329
505	0.000106320857
506	0.0001036628355
507	0.0001010712646
508	9.854448297e-05
509	9.608087086e-05
510	9.367884905e-05
511	9.133687779e-05
512	8.905345582e-05
513	8.682711939e-05
514	8.465644137e-05
515	8.25400303e-05
516	8.047652952e-05
517	7.846461625e-05
518	7.650300082e-05
519	7.459042577e-05
520	7.27256651e-05
521	7.090752344e-05
522	6.913483533e-05
523	6.740646442e-05
524	6.572130278e-05
525	6.407827019e-05
526	6.247631341e-05
527	6.091440556e-05
528	5.93915454e-05
529	5.790675674e-05
530	5.64590878e-05
531	5.504761058e-05
532	5.367142029e-05
533	5.232963476e-05
534	5.102139388e-05
535	4.974585901e-05
536	4.850221252e-05
537	4.728965719e-05
538	4.610741574e-05
539	4.495473034e-05
540	4.383086207e-05
541	4.27350905e-05
542	4.166671322e-05
543	4.062504538e-05
544	3.960941923e-05
545	3.861918374e-05
546	3.765370414e-05
547	3.671236153e-05
548	3.579455247e-05
549	3.489968864e-05
550	3.402719641e-05
551	3.31765165e-05
552	3.234710358e-05
553	3.153842598e-05
554	3.074996532e-05
555	2.998121618e-05
556	2.923168577e-05
557	2.850089362e-05
558	2.778837127e-05
559	2.709366199e-05
560	2.641632043e-05
561	2.575591241e-05
562	2.511201458e-05
563	2.44842142e-05
564	2.387210883e-05
565	2.32753061e-05
566	2.269342344e-05
567	2.212608785e-05
568	2.157293564e-05
569	2.103361224e-05
570	2.050777193e-05
571	1.999507762e-05
572	1.949520067e-05
573	1.900782064e-05
574	1.853262513e-05
575	1.806930948e-05
576	1.761757674e-05
577	1.717713732e-05
578	1.674770887e-05
579	1.632901615e-05
580	1.592079073e-05
581	1.552277096e-05
582	1.513470168e-05
583	1.475633413e-05
584	1.438742577e-05
585	1.402774012e-05
586	1.367704661e-05
587	1.333512044e-05
588	1.300174243e-05
589	1.267669886e-05
590	1.235978137e-05
591	1.205078683e-05
592	1.174951715e-05
593	1.145577923e-05
594	1.116938474e-05
595	1.089015012e-05
596	1.061789636e-05
597	1.035244895e-05
598	1.009363773e-05
599	9.841296781e-06
600	9.595264349e-06
601	9.355382732e-06
602	9.121498156e-06
603	8.893460697e-06
604	8.671124177e-06
605	8.454346077e-06
606	8.24298743e-06
607	8.03691274e-06
608	7.835989915e-06
609	7.64009016e-06
610	7.449087904e-06
611	7.262860708e-06
612	7.081289184e-06
613	6.904256953e-06
614	6.731650532e-06
615	6.563359263e-06
616	6.399275278e-06
617	6.23929339e-06
618	6.083311049e-06
619	5.931228269e-06
620	5.782947561e-06
621	5.638373865e-06
622	5.497414523e-06
623	5.359979156e-06
624	5.225979673e-06
625	5.095330176e-06
626	4.967946922e-06
627	4.843748246e-06
628	4.722654535e-06
629	4.604588169e-06
630	4.48947346e-06
631	4.377236619e-06
632	4.267805709e-06
633	4.161110557e-06
634	4.057082794e-06
635	3.955655724e-06
636	3.856764328e-06
637	3.760345229e-06
638	3.666336592e-06
639	3.57467817e-06
640	3.485311215e-06
641	3.398178433e-06
642	3.31322397e-06
643	3.230393366e-06
644	3.149633533e-06
645	3.070892699e-06
646	2.994120382e-06
647	2.919267365e-06
648	2.846285681e-06
649	2.775128538e-06
650	2.705750326e-06
651	2.638106569e-06
652	2.572153903e-06
653	2.507850045e-06
654	2.445153795e-06
655	2.384024951e-06
656	2.324424325e-06
657	2.266313714e-06
658	2.209655874e-06
659	2.154414477e-06
660	2.100554118e-06
661	2.048040261e-06
662	1.996839256e-06
663	1.946918278e-06
664	1.89824532e-06
665	1.850789188e-06
666	1.804519462e-06
667	1.759406475e-06
668	1.715421313e-06
669	1.672535781e-06
670	1.630722389e-06
671	1.589954328e-06
672	1.550205465e-06
673	1.511450329e-06
674	1.473664065e-06
675	1.436822459e-06
676	1.400901896e-06
677	1.365879348e-06
678	1.331732363e-06
679	1.29843905e-06
680	1.265978076e-06
681	1.23432862e-06
682	1.203470406e-06
683	1.173383641e-06
684	1.144049057e-06
685	1.115447833e-06
686	1.087561637e-06
687	1.060372592e-06
688	1.033863277e-06
689	1.008016694e-06
690	9.828162804e-07
691	9.582458764e-07
692	9.342897356e-07
693	9.109324953e-07
694	8.881591803e-07
695	8.659551971e-07
696	8.443063117e-07
697	8.231986532e-07
698	8.026186831e-07
699	7.825532124e-07
700	7.629893738e-07
701	7.439146399e-07
702	7.253167696e-07
703	7.07183844e-07
704	6.895042444e-07
705	6.7226664e-07
706	6.554599751e-07
707	6.390734728e-07
708	6.230966386e-07
709	6.075192218e-07
710	5.923312393e-07
711	5.775229564e-07
712	5.630848844e-07
713	5.490077606e-07
714	5.352825609e-07
715	5.219004881e-07
716	5.088529764e-07
717	4.961316494e-07
718	4.837283513e-07
719	4.716351405e-07
720	4.598442599e-07
721	4.483481549e-07
722	4.371394409e-07
723	4.26210949e-07
724	4.155556782e-07
725	4.051667857e-07
726	3.950376212e-07
727	3.851616842e-07
728	3.755326399e-07
729	3.661443178e-07
730	3.569907124e-07
731	3.480659477e-07
732	3.39364295e-07
733	3.308801893e-07
734	3.226081892e-07
735	3.145429819e-07
736	3.066794022e-07
737	2.990124158e-07
738	2.915371083e-07
739	2.842486792e-07
740	2.771424638e-07
741	2.702139026e-07
742	2.63458557e-07
743	2.568720947e-07
744	2.504502879e-07
745	2.441890374e-07
746	2.380843104e-07
747	2.321322083e-07
748	2.263289009e-07
749	2.206706829e-07
750	2.151539145e-07
751	2.097750647e-07
752	2.045306916e-07
753	1.994174194e-07
754	1.944319792e-07
755	1.895711803e-07
756	1.84831902e-07
757	1.802110983e-07
758	1.757058199e-07
759	1.713131778e-07
760	1.670303448e-07
761	1.628545871e-07
762	1.587832136e-07
763	1.548136323e-07
764	1.509432842e-07
765	1.47169699e-07
766	1.434904517e-07
767	1.39903193e-07
768	1.364056139e-07
769	1.32995465e-07
770	1.296705766e-07
771	1.264288075e-07
772	1.232680846e-07
773	1.201863791e-07
774	1.171817218e-07
775	1.142521797e-07
776	1.113958734e-07
777	1.08610978e-07
778	1.05895696e-07
779	1.032483017e-07
780	1.006670938e-07
781	9.815041892e-08
782	9.569665706e-08
783	9.330424245e-08
784	9.097162722e-08
785	8.869733405e-08
786	8.647989584e-08
787	8.431789749e-08
788	8.220994635e-08
789	8.015469602e-08
790	7.815082442e-08
791	7.619705247e-08
792	7.429213127e-08
793	7.243482499e-08
794	7.062395665e-08
795	6.885835367e-08
796	6.713688974e-08
797	6.545846219e-08
798	6.382200894e-08
799	6.222646448e-08
800	6.067080339e-08
801	5.915403557e-08
802	5.767518574e-08
803	5.623330364e-08
804	5.482747047e-08
805	5.345678194e-08
806	5.212036184e-08
807	5.081735501e-08
808	4.954692003e-08
809	4.830824831e-08
810	4.71005475e-08
811	4.592303088e-08
812	4.477495309e-08
813	4.365557776e-08
814	4.256418466e-08
815	4.150008525e-08
816	4.046258747e-08
817	3.94510289e-08
818	3.846475329e-08
819	3.75031327e-08
820	3.656554605e-08
821	3.565140161e-08
822	3.476011346e-08
823	3.389110586e-08
824	3.304382814e-08
825	3.221772601e-08
826	3.141228585e-08
827	3.062697558e-08
828	2.986129827e-08
829	2.911476988e-08
830	2.838689845e-08
831	2.767723159e-08
832	2.698530494e-08
833	2.631066905e-08
834	2.565290263e-08
835	2.501158063e-08
836	2.438629375e-08
837	2.377663598e-08
838	2.31822246e-08
839	2.260266923e-08
840	2.203760427e-08
841	2.14866654e-08
842	2.094949839e-08
843	2.042575222e-08
844	1.991511022e-08
845	1.941723353e-08
846	1.893180964e-08
847	1.845852155e-08
848	1.799706495e-08
849	1.754713609e-08
850	1.710845436e-08
851	1.668074407e-08
852	1.626371864e-08
853	1.585712902e-08
854	1.546069351e-08
855	1.507417256e-08
856	1.469732166e-08
857	1.432989071e-08
858	1.397164227e-08
859	1.362234779e-08
860	1.328179279e-08
861	1.294974923e-08
862	1.262599949e-08
863	1.231034085e-08
864	1.200258198e-08
865	1.170251976e-08
866	1.140994828e-08
867	1.112469593e-08
868	1.084657922e-08
869	1.05754222e-08
870	1.031103188e-08
871	1.00532586e-08
872	9.801922202e-09
873	9.556875136e-09
874	9.317950509e-09
875	9.084999242e-09
876	8.857871337e-09
877	8.636430341e-09
878	8.420522562e-09
879	8.210008853e-09
880	8.004755044e-09
881	7.804626114e-09
882	7.609509536e-09
883	7.41927395e-09
884	7.233798388e-09
885	7.052957221e-09
886	6.876628809e-09
887	6.704714241e-09
888	6.537093955e-09
889	6.373677577e-09
890	6.214331142e-09
891	6.058979605e-09
892	5.907502901e-09
893	5.759820833e-09
894	5.615829263e-09
895	5.475433578e-09
896	5.338540918e-09
897	5.20507264e-09
898	5.074937484e-09
899	4.94807084e-09
900	4.824371901e-09
901	4.70376798e-09
902	4.586166388e-09
903	4.471512445e-09
904	4.35972507e-09
905	4.25073172e-09
906	4.144463332e-09
907	4.040853097e-09
908	3.939828843e-09
909	3.841339531e-09
910	3.745301267e-09
911	3.65166571e-09
912	3.560378654e-09
913	3.471366591e-09
914	3.384578285e-09
915	3.299968501e-09
916	3.217470057e-09
917	3.137029114e-09
918	3.058604477e-09
919	2.982140654e-09
920	2.90758666e-09
921	2.834895935e-09
922	2.764015403e-09
923	2.694910377e-09
924	2.627539412e-09
925	2.561858474e-09
926	2.497818438e-09
927	2.435378385e-09
928	2.3745009e-09
929	2.31514075e-09
930	2.257254986e-09
931	2.200829218e-09
932	2.145805086e-09
933	2.092160985e-09
934	2.039865841e-09
935	1.988875646e-09
936	1.939157553e-09
937	1.890685153e-09
938	1.843417076e-09
939	1.797334954e-09
940	1.752393221e-09
941	1.708585909e-09
942	1.665873605e-09
943	1.624226775e-09
944	1.583626945e-09
945	1.544039365e-09
946	1.505434329e-09
947	1.467802609e-09
948	1.431112666e-09
949	1.395333416e-09
950	1.360446551e-09
951	1.326442031e-09
952	1.293271437e-09
953	1.260936951e-09
954	1.229409626e-09
955	1.19867613e-09
956	1.168710037e-09
957	1.13949718e-09
958	1.111009306e-09
959	1.083238627e-09
960	1.056162251e-09
961	1.029754998e-09
962	1.00401084e-09
963	9.789021047e-10
964	9.544312602e-10
965	9.3056688e-10
966	9.073004861e-10
967	8.846150164e-10
968	8.625040575e-10
969	8.409420412e-10
970	8.199132806e-10
971	7.994133579e-10
972	7.794335741e-10
973	7.599544084e-10
974	7.409516429e-10
975	7.224309224e-10
976	7.043697133e-10
977	6.86768931e-10
978	6.695973968e-10
979	6.528521835e-10
980	6.365292255e-10
981	6.206190585e-10
982	6.050988966e-10
983	5.899750102e-10
984	5.752274357e-10
985	5.608488905e-10
986	5.468317142e-10
987	5.331679497e-10
988	5.198358973e-10
989	5.068390099e-10
990	4.941724408e-10
991	4.818177384e-10
992	4.69770789e-10
993	4.580262193e-10
994	4.46574348e-10
995	4.354096434e-10
996	4.245214908e-10
997	4.139081157e-10
998	4.035652062e-10
999	3.934767514e-10
